start_idx,end_idx,start_month,lb_centroid_0,dtw_centroid_0,dtw_exact_flag_centroid_0,lb_centroid_1,dtw_centroid_1,dtw_exact_flag_centroid_1,lb_centroid_2,dtw_centroid_2,dtw_exact_flag_centroid_2,lb_centroid_3,dtw_centroid_3,dtw_exact_flag_centroid_3
30,41,1984-07-01,2.414314622320825,2.414314622320825,False,0.4833237212887421,1.373841932078628,True,0.7228574700826184,2.000092101642471,True,2.9659791542855736,3.525399773848963,True
31,42,1984-08-01,1.5001506796397777,3.8077177751173834,True,0.49468499065013516,1.9822374601246027,True,1.0306872378861376,1.7169007112522463,True,3.189603971565456,4.0818332585030594,True
32,43,1984-09-01,0.8660821423947397,3.444480389827945,True,0.6731845556906201,2.3564091951173736,True,0.8564429508196788,1.6127944237420058,True,3.5023119958591735,4.557245167449792,True
33,44,1984-10-01,0.45701447051162836,2.710423012073655,True,0.7219839653263945,2.839073913998406,True,1.1526969133715819,1.6084506825950364,True,3.520862923850633,4.57874424995104,True
34,45,1984-11-01,0.4275936742551343,1.7085950550052167,True,1.7979487646706815,4.907681448672064,True,1.2912213600985543,2.0547474553909435,True,3.4916473975254116,4.230171180959006,True
35,46,1984-12-01,0.4475732226745714,1.5028669229382785,True,2.4547227419474766,2.4547227419474766,False,1.765995498739799,2.960854180652342,True,3.0548510652375485,3.563394250448053,True
36,47,1985-01-01,0.6069960595343754,1.6921901726828046,True,2.3616174171875786,5.312874397004874,True,2.648125926133912,3.437982089506187,True,1.855534830383876,2.8031603361277653,True
37,48,1985-02-01,0.6489561765271965,2.377535972997248,True,2.0159657576334187,5.049177091355354,True,3.1525577958313002,4.447113197979556,True,0.9804317018984976,2.251586875665483,True
38,49,1985-03-01,0.6482847235058034,2.79670662039383,True,1.2591706331572272,2.979242943447637,True,3.38857828001859,4.840432512917363,True,0.6881733390905953,1.5400860902527973,True
39,50,1985-04-01,0.6593751628598772,3.7370226442450774,True,1.116147715327891,3.0349188718095257,True,3.4747310423621887,5.0712276627123885,True,0.4185431443623866,1.477576565676069,True
40,51,1985-05-01,1.272543265177648,5.0131860395364365,True,0.9456584539955323,1.8746472421759932,True,2.9555801646042075,4.036969280537482,True,0.994326885283886,1.8885175855010405,True
41,52,1985-06-01,2.22174840584542,5.388345519545031,True,0.7569009658254056,1.5363411690945339,True,2.294960651788833,3.17374422753576,True,2.15013993605991,2.6407758718882017,True
